,distance,size,valid,time,success
208,200,50,True,0.614802360534668,True
209,300,40,True,0.7155618667602539,True
210,300,40,True,0.7503654956817627,True
211,300,40,True,0.76613450050354,True
212,300,40,True,0.7901651859283447,True
213,300,40,True,0.7609212398529053,True
214,300,40,True,0.795243501663208,True
215,300,40,True,0.8243515491485596,True
216,300,40,False,,True
217,300,40,True,0.7984509468078613,True
218,300,40,True,0.7164850234985352,True
219,300,40,True,0.6994724273681641,True
220,300,50,True,0.6987104415893555,True
221,300,50,True,0.7222609519958496,True
222,300,50,False,,True
223,300,50,True,0.7788989543914795,True
224,300,50,True,0.753901481628418,True
225,300,50,False,,True
226,300,50,True,0.7638673782348633,True
227,300,50,False,,True
228,300,50,False,,True
229,300,50,True,0.831326961517334,True
230,300,50,False,,True
231,200,40,True,0.6447672843933105,True
232,200,40,False,,True
233,200,40,False,,True
234,200,40,False,,True
235,200,40,False,,True
236,200,40,True,0.7067193984985352,True
237,200,40,False,,True
238,200,40,False,,True
239,200,40,False,,True
240,200,40,True,0.6288611888885498,True
241,200,40,True,0.6156578063964844,True
242,200,50,True,0.5872690677642822,True
243,200,50,False,,True
244,200,50,False,,True
245,200,50,True,0.5994079113006592,True
246,200,50,False,,True
247,200,50,True,0.6164689064025879,True
248,200,50,True,0.5167522430419922,True
249,200,50,False,,True
250,200,50,True,0.6204018592834473,True
251,200,50,True,0.588165283203125,True
252,200,50,False,,True
253,100,50,True,0.9800302982330322,True
254,100,50,True,0.7208149433135986,True
255,100,50,True,0.5360102653503418,True
256,100,50,True,0.5862565040588379,True
257,100,50,False,,True
258,100,50,True,0.7156219482421875,True
259,100,50,True,0.6673247814178467,True
260,100,50,True,0.7801141738891602,True
261,100,50,True,0.5518848896026611,True
262,100,50,True,0.582831859588623,True
263,100,50,True,0.5013740062713623,True
264,200,30,True,0.7524003982543945,True
265,200,30,True,0.9291524887084961,True
266,200,30,True,0.6660208702087402,True
267,200,30,True,0.783217191696167,True
268,200,30,True,0.7072427272796631,True
269,200,30,True,0.8777158260345459,True
270,200,30,True,0.7369506359100342,True
271,200,30,True,0.7451238632202148,True
272,200,30,True,0.7985408306121826,True
273,200,30,True,0.8141837120056152,True
274,200,30,True,0.6896986961364746,True
275,300,50,True,0.7944314479827881,True
276,300,50,False,,True
277,300,50,False,,True
278,300,50,True,0.791208028793335,True
279,300,50,True,0.8577003479003906,True
280,300,50,True,0.7672679424285889,True
281,300,50,True,0.8246426582336426,True
282,300,50,True,0.7620854377746582,True
283,300,50,False,,True
284,300,50,True,0.6997401714324951,True
285,300,50,True,1.0168225765228271,True
286,100,50,True,0.7279572486877441,True
287,100,50,True,0.5895617008209229,True
288,100,50,True,0.5378515720367432,True
289,100,50,False,,True
290,100,50,True,0.567619800567627,True
291,100,50,True,0.8103115558624268,True
292,100,50,True,0.6020236015319824,True
293,100,50,True,0.6318943500518799,True
294,100,50,True,0.5121917724609375,True
295,100,50,False,,True
296,100,50,False,,True
